study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale
gip,W38,Page 43,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei CDU (Christlich Demokratische Union Deutschlands) diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=2,,,cat
gip,W38,Page 44,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei CSU (ChristlichSoziale Union) diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=3,,,cat
gip,W38,Page 45,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei SPD (Sozialdemokratische Partei Deutschlands) diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.  

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=4,,,cat
gip,W38,Page 46,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei FDP (Freie Demokratische Partei) diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=5,,,cat
gip,W38,Page 47,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei Bündnis 90/Die Grünen diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=6,,,cat
gip,W38,Page 48,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei Die Linke diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=7,,,cat
gip,W38,Page 49,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei AfD (Alternative für Deutschland) diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=8,,,cat
gip,W38,Page 50,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei CDU (Christlich Demokratische Union Deutschlands) unter Angela Merkel diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.  

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=9,,,cat
gip,W38,Page 51,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei CSU (Christlich-Soziale Union) unter Horst Seehofer diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.  

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=10,,,cat
gip,W38,Page 52,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei SPD (Sozialdemokratische Partei Deutschlands) unter Sigmar Gabriel diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=11,,,cat
gip,W38,Page 53,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei FDP (Freie Demokratische Partei) unter Christian Lindner diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=12,,,cat
gip,W38,Page 54,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei Bündnis 90/Die Grünen unter Cem Özdemir diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=13,,,cat
gip,W38,Page 55,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei Die Linke unter Katja Kipping diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=14,,,cat
gip,W38,Page 56,0,"Wie Sie vielleicht wissen, wurde die Türkei in letzter Zeit sehr für Menschenrechtsverletzungen kritisiert. In diesem Zusammenhang wurde in der Öffentlichkeit 2016 ein Vorschlag unterstützt von der Partei AfD (Alternative für Deutschland) unter Frauke Petry diskutiert, der die Beitrittsverhandlungen der Türkei mit der EU in Frage stellte.

Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38314=15,,,cat
gip,W38,Page 57,0,Wie wichtig sind die Beitrittsverhandlungen der Türkei mit der EU für Sie?,,1-7-wichtig,,,,,,,,cat
gip,W38,Page 58,0,"Im Bundestag wurde 2018 ein Vorschlag zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und innovationen führen. In diesem Zusammenhang gab es die Kritik, dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden. 

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,"Befragte zufällig auf 16 Gruppen aufteilen. 
- 1/16 der Befragten bekommt Frage CE38330 (Gruppe 1 - Kontrollgruppe). 
- 1/16 der Befragten bekommt Frage CE38331 (Gruppe 2 – CDU Unterstützung ). 
- 1/16 der Befragten bekommt Frage CE38332 (Gruppe 3 – CSU Unterstützung). 
- 1/16 der Befragten bekommt Frage CE38333 (Gruppe 4 – SPD Unterstützung) 
- 1/16 der Befragten bekommt Frage CE38334 (Gruppe 5 – FDP Unterstützung). 
- 1/16 der Befragten bekommt Frage CE38335 (Gruppe 6 – Bündnis90 / Die Grünen). 
- 1/16 der Befragten bekommt Frage CE38336 (Gruppe 7 – Linke Unterstützung ). 
- 1/16 der Befragten bekommt Frage CE38337 (Gruppe 8 – AfD Unterstützung). 
- 1/16 der Befragten bekommt Frage CE38338 (Gruppe 9 – CDU Unterstützung + EU ). 
- 1/16 der Befragten bekommt Frage CE38339 (Gruppe 10 – CSU Unterstützung+ EU). 
- 1/16 der Befragten bekommt Frage CE38340 (Gruppe 11 – SPD Unterstützung+ EU) 
- 1/16 der Befragten bekommt Frage CE38341 (Gruppe 12 – FDP Unterstützung+ EU). 
- 1/16 der Befragten bekommt Frage CE38342 (Gruppe 13 – Bündnis90 / Die Grünen+ EU). 
- 1/16 der Befragten bekommt Frage CE38343 (Gruppe 14 – Linke Unterstützung+ EU ). 
- 1/16 der Befragten bekommt Frage CE38344 (Gruppe 15 – AfD Unterstützung+ EU). 
- 1/16 der Befragten bekommt Frage CE38345 (Gruppe 16 –EU). 
 
 Zuteilung zu den Experimentalgruppen in separater Variable  expCE38330 speichern.",,expCE38330=1,,,cat
gip,W38,Page 59,0,"Im Bundestag wurde 2018 ein Vorschlag zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei CDU (Christlich Demokratische Union Deutschlands), dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden. 

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=2,,,cat
gip,W38,Page 60,0,"Im Bundestag wurde 2018 ein Vorschlag zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei CSU (ChristlichSoziale Union), dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden.

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=3,,,cat
gip,W38,Page 61,0,"Im Bundestag wurde 2018 ein Vorschlag zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und innovationen führen. Zusammenhang gab es Kritik von Seiten der Partei SPD (Sozialdemokratische Partei Deutschlands), dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden.

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=4,,,cat
gip,W38,Page 62,0,"Im Bundestag wurde 2018 ein Vorschlag zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei FDP (Freie Demokratische Partei), dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden. 

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=5,,,cat
gip,W38,Page 63,0,"Im Bundestag wurde 2018 ein Vorschlag zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei Bündnis 90/Die Grünen, dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden.  

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=6,,,cat
gip,W38,Page 64,0,"Im Bundestag wurde 2018 ein Vorschlag zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei Die Linke, dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden.  

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=7,,,cat
gip,W38,Page 65,0,"Im Bundestag wurde 2018 ein Vorschlag zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei AfD (Alternative für Deutschland), dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden.  

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=8,,,cat
gip,W38,Page 66,0,"Im Bundestag wurde 2018 ein Vorschlag über eine EU Verordnung zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und -innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei CDU (Christlich Demokratische Union Deutschlands), dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden.  

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=9,,,cat
gip,W38,Page 67,0,"Im Bundestag wurde 2018 ein Vorschlag über eine EU Verordnung zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und -innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei CSU (Christlich-Soziale Union), dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden.  

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=10,,,cat
gip,W38,Page 68,0,"Im Bundestag wurde 2018 ein Vorschlag über eine EU Verordnung zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und -innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei SPD (Sozialdemokratische Partei Deutschlands), dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden.  

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=11,,,cat
gip,W38,Page 69,0,"Im Bundestag wurde 2018 ein Vorschlag über eine EU Verordnung zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und -innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei FDP (Freie Demokratische Partei), dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden.  

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=12,,,cat
gip,W38,Page 70,0,"Im Bundestag wurde 2018 ein Vorschlag über eine EU Verordnung zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und -innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei Bündnis 90/Die Grünen, dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden.  

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=13,,,cat
gip,W38,Page 71,0,"Im Bundestag wurde 2018 ein Vorschlag über eine EU Verordnung zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und -innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei Die Linke, dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden.  

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=14,,,cat
gip,W38,Page 72,0,"Im Bundestag wurde 2018 ein Vorschlag über eine EU Verordnung zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und -innovationen führen. In diesem Zusammenhang gab es Kritik von Seiten der Partei AfD (Alternative für Deutschland), dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden.  

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=15,,,cat
gip,W38,Page 73,0,"Im Bundestag wurde 2018 ein Vorschlag über eine EU Verordnung zur Bewertung von Gesundheitstechnologien diskutiert. Dieser Vorschlag sollte zur stärkeren Förderung von Gesundheitstechnologien und -innovationen führen. In diesem Zusammenhang gab es die Kritik, dass durch diesen Vorschlag die Standards für die Bewertung von Gesundheitstechnologien in Deutschland gesenkt werden. 

Wie stehen Sie dazu? Inwiefern stimmen Sie diesem Vorschlag zu oder lehnen ihn ab?",,1-11-zustimmung,,,,,expCE38330=16,,,cat
gip,W38,Page 74,0,Wie wichtig ist dieser Vorschlag zur Bewertung von Gesundheitstechnologien für Sie?,,1-7-wichtig,,,,,,,,cat
gip,W38,Page 75,0,"Es gibt eine Reihe von politischen Parteien in Deutschland. Jede davon würde gern Ihre Stimme bekommen.  

Wie wahrscheinlich ist es auf einer Skala von 1 (sehr unwahrscheinlich) bis 11 (sehr wahrscheinlich), dass Sie die Partei CDU/CSU (Christlich Demokratische Union Deutschlands/ Christlich-Soziale Union) jemals wählen werden?",,1-11-wahrscheinlich,,,,,,,,cat
gip,W38,Page 76,0,"Es gibt eine Reihe von politischen Parteien in Deutschland. Jede davon würde gern Ihre Stimme bekommen.  

Wie wahrscheinlich ist es auf einer Skala von 1 (sehr unwahrscheinlich) bis 11 (sehr wahrscheinlich), dass Sie die Partei SPD (Sozialdemokratische Partei Deutschlands) jemals wählen werden?",,1-11-wahrscheinlich,,,,,,,,cat
gip,W38,Page 77,0,"Es gibt eine Reihe von politischen Parteien in Deutschland. Jede davon würde gern Ihre Stimme bekommen.  

Wie wahrscheinlich ist es auf einer Skala von 1 (sehr unwahrscheinlich) bis 11 (sehr wahrscheinlich), dass Sie die Partei FDP (Freie Demokratische Partei) jemals wählen werden?",,1-11-wahrscheinlich,,,,,,,,cat
gip,W38,Page 78,0,"Es gibt eine Reihe von politischen Parteien in Deutschland. Jede davon würde gern Ihre Stimme bekommen.  

Wie wahrscheinlich ist es auf einer Skala von 1 (sehr unwahrscheinlich) bis 11 (sehr wahrscheinlich), dass Sie die Partei Bündnis 90/Die Grünen jemals wählen werden?",,1-11-wahrscheinlich,,,,,,,,cat
gip,W38,Page 79,0,"Es gibt eine Reihe von politischen Parteien in Deutschland. Jede davon würde gern Ihre Stimme bekommen.  

Wie wahrscheinlich ist es auf einer Skala von 1 (sehr unwahrscheinlich) bis 11 (sehr wahrscheinlich), dass Sie die Partei Die Linke jemals wählen werden?",,1-11-wahrscheinlich,,,,,,,,cat
gip,W38,Page 80,0,"Es gibt eine Reihe von politischen Parteien in Deutschland. Jede davon würde gern Ihre Stimme bekommen.  

Wie wahrscheinlich ist es auf einer Skala von 1 (sehr unwahrscheinlich) bis 11 (sehr wahrscheinlich), dass Sie die Partei AfD (Alternative für Deutschland) jemals wählen werden?",,1-11-wahrscheinlich,,,,,,,,cat
gip,W38,Page 81,0,"[(expZF38092 = 1 oder 2) und ZF38093 = missing: Vorhin haben wir Ihnen die folgende Frage gestellt:]
[expZF38092 = 2 und ZF38093 != missing: Außerdem haben wir Ihnen noch folgende Frage gestellt:] 
 
Inwieweit fänden Sie es für sich persönlich akzeptabel, für umweltfreundliche Produkte höhere Preise zu bezahlen? 
 
Können Sie sich noch an Ihre genaue Antwort darauf erinnern?",,1-0-ja,,,,,"expZF38092 = 1,2; ZF38092 !=  missing",,,cat
gip,W38,Page 82,0,"[Wenn ZF38098 = 1: Bitte geben Sie an, was Ihre Antwort war.] 
[Wenn ZF38098 = 0: Auch wenn Sie sich nicht mehr genau erinnern können: Bitte schätzen Sie, was Ihre Antwort war.]",,0-10-akzeptabel,,,,,"expZF38092 = 1,2; ZF38092, ZF38098 !=  missing",,,cat
gip,W38,Page 83,0,Wie sicher sind Sie sich mit Ihrer Einschätzung?,,0-10-sicher,,,,,"expZF38092 = 1,2; ZF38092, ZF38098, ZF38099 !=  missing",,,cat
gip,W38,Page 84,0,"[(expZF38092 = 2 oder 1) und ZF38092 = missing: Vorhin haben wir Ihnen die folgende Frage gestellt:]       
[expZF38092 = 1 und ZF38092 != missing: Außerdem haben wir Ihnen noch folgende Frage gestellt:] 
 
Inwieweit fänden Sie es für sich persönlich akzeptabel, Ihren Energieverbrauch einzuschränken, um den Klimawandel aufzuhalten? 
 
Können Sie sich noch an Ihre genaue Antwort darauf erinnern?",,1-0-ja,,,,,"expZF38092 = 1,2; ZF38093 !=  missing",,,cat
gip,W38,Page 85,0,"[Wenn ZF38101 = 1: Bitte geben Sie an, was Ihre Antwort war.] 
[Wenn ZF38101 = 0: Auch wenn Sie sich nicht mehr genau erinnern können: Bitte schätzen Sie, was Ihre Antwort war.]",,0-10-akzeptabel,,,,,"expZF38092 = 1,2; ZF38093, ZF38101 !=  missing",,,cat
gip,W38,Page 86,0,Wie sicher sind Sie sich mit Ihrer Einschätzung?,,0-10-sicher,,,,,"expZF38092 = 1,2; ZF38093, ZF38101, ZF38102 !=  missing",,,cat
gip,W38,Page 87,0,"[expZF38092 = 5 oder 6) und ZF38095 = missing: Vorhin haben wir Ihnen die folgende Frage gestellt:]  
[expZF38092 = 6 und ZF38095 !=  missing: Außerdem haben wir Ihnen noch folgende Frage gestellt:] 
 
Wie häufig achten Sie beim Kauf von Produkten darauf, dass diese Produkte umweltfreundlich sind? 
 
Können Sie sich noch an Ihre genaue Antwort darauf erinnern?",,1-0-ja,,,,,"expZF38092 = 5,6; ZF38094 !=  missing",,,cat
gip,W38,Page 88  ,0,"[Wenn ZF38104 = 1: Bitte geben Sie an, was Ihre Antwort war.] 
[Wenn ZF38104 = 0: Auch wenn Sie sich nicht mehr genau erinnern können: Bitte schätzen Sie, was Ihre Antwort war.]",,0-10-nie-immer,,,,,"expZF38092 = 5,6; ZF38094, ZF38104 !=  missing",,,cat
gip,W38,Page 89,0,Wie sicher sind Sie sich mit Ihrer Einschätzung?,,0-10-sicher,,,,,"expZF38092 = 5,6; ZF38094, ZF38104, ZF38105 !=  missing",,,cat
gip,W38,Page 90,0,"[(expZF38092 = 6 oder 5) und ZF38094 = misssing: Vorhin haben wir Ihnen die folgende Frage gestellt:]       
[expZF38092 = 5 und ZF38094 !=  missing: Außerdem haben wir Ihnen noch folgende Frage gestellt:] 
 
Wie häufig tun Sie etwas im Alltag, um Ihren Energieverbrauch zu reduzieren? 
 
Können Sie sich noch an Ihre genaue Antwort darauf erinnern?",,1-0-ja,,,,,"expZF38092 = 5,6; ZF38095 !=  missing",,,cat
gip,W38,Page 91,0,"[Wenn ZF38107 = 1: Bitte geben Sie an, was Ihre Antwort war.] 
[Wenn ZF38107 = 0: Auch wenn Sie sich nicht mehr genau erinnern können: Bitte schätzen Sie, was Ihre Antwort war.]",,0-10-nie-immer,,,,,"expZF38092 = 5,6; ZF38095, ZF38107 !=  missing",,,cat
gip,W38,Page 92,0,Wie sicher sind Sie sich mit Ihrer Einschätzung?,,0-10-sicher,,,,,"expZF38092 = 5,6; ZF38095, ZF38107, ZF38108 !=  missing",,,cat
gip,W38,Page 93,0,"[(expZF38092 = 9 oder 10) und ZF38097 = missing: Vorhin haben wir Ihnen die folgende Frage gestellt:]  
[expZF38092 = 10 und ZF38097 !=  missing: Außerdem haben wir Ihnen noch folgende Frage gestellt:] 
 
Wie wahrscheinlich ist es Ihrer Meinung nach, dass Sie mit dem Kauf umweltfreundlicher Produkte etwas zum Schutz der Umwelt beitragen können? 
 
Können Sie sich noch an Ihre genaue Antwort darauf erinnern?",,1-0-ja,,,,,"expZF38092 = 9,10; ZF38096 !=  missing",,,cat
gip,W38,Page 94,0,"[Wenn ZF38110 = 1: Bitte geben Sie an, was Ihre Antwort war.] 
[Wenn ZF38110 = 0: Auch wenn Sie sich nicht mehr genau erinnern können: Bitte schätzen Sie, was Ihre Antwort war.]",,0-10-wahrscheinlich,,,,,"expZF38092 = 9,10; ZF38096, ZF38110 !=  missing",,,cat
gip,W38,Page 95,0,Wie sicher sind Sie sich mit Ihrer Einschätzung?,,0-10-sicher,,,,,"expZF38092 = 9,10; ZF38096, ZF38110, ZF38111 !=  missing",,,cat
gip,W38,Page 96,0,"[(expZF38092 = 10 oder 9) und ZF38096 = missing: Vorhin haben wir Ihnen die folgende Frage gestellt:]  
[expZF38092 = 9 und ZF38096 !=  missing: Außerdem haben wir Ihnen noch folgende Frage gestellt:] 
 
Wie wahrscheinlich ist es Ihrer Meinung nach, dass Einschränkungen bei Ihrem Energieverbrauch helfen könnten, den Klimawandel zu reduzieren? 
 
Können Sie sich noch an Ihre genaue Antwort darauf erinnern?",,1-0-ja,,,,,"expZF38092 = 9,10; ZF38097 !=  missing",,,cat
gip,W38,Page 97,0,"[Wenn ZF38113 = 1: Bitte geben Sie an, was Ihre Antwort war.] 
[Wenn ZF38113 = 0: Auch wenn Sie sich nicht mehr genau erinnern können: Bitte schätzen Sie, was Ihre Antwort war.]",,0-10-wahrscheinlich,,,,,"expZF38092 = 9,10; ZF38097, ZF38113 !=  missing",,,cat
gip,W38,Page 98,0,Wie sicher sind Sie sich mit Ihrer Einschätzung?,,0-10-sicher,,,,,"expZF38092 = 9,10; ZF38097, ZF38113, ZF38114 !=  missing",,,cat
gip,W38,Page 99,0,"Bewertung dieser Umfrage

Zum Schluss möchten wir Ihnen die Gelegenheit geben, uns mitzuteilen, wie Ihnen der Fragebogen gefallen hat.

Fanden Sie den Fragebogen ...?",,,,,,,,,,txt
gip,W38,Page 99,1,Interessant,,1-4-bewertung,,,,,,,,cat
gip,W38,Page 100,0,Fanden Sie den Fragebogen ...?,,,,,,,,,,txt
gip,W38,Page 100,1,abwechslungsreich,,1-4-bewertung,,,,,,,,cat
gip,W38,Page 101,0,Fanden Sie den Fragebogen ...?,,,,,,,,,,txt
gip,W38,Page 101,1,relevant,,1-4-bewertung,,,,,,,,cat
gip,W38,Page 102,0,Fanden Sie den Fragebogen ...?,,,,,,,,,,txt
gip,W38,Page 102,1,lang,,1-4-bewertung,,,,,,,,cat
gip,W38,Page 103,0,Fanden Sie den Fragebogen ...?,,,,,,,,,,txt
gip,W38,Page 103,1,schwierig,,1-4-bewertung,,,,,,,,cat
gip,W38,Page 104,0,Fanden Sie den Fragebogen ...?,,,,,,,,,,txt
gip,W38,Page 104,1,zu persönlich,,1-4-bewertung,,,,,,,,cat
gip,W38,Page 105,0,Wie hat Ihnen die Befragung insgesamt gefallen?,,1-5-befragung-insgesamt,,,,,,,,cat
gip,W38,Page 106,0,"Haben Sie noch weitere Anmerkungen?

Hier können Sie Lob oder Kritik zum Fragebogen äußern.

Wenn Sie generell Fragen zur Studie haben oder uns etwas mitteilen möchten, können Sie uns telefonisch oder per E-Mail erreichen.
Telefon: 0800-5892604 (kostenlos aus dem deutschen Fest- und Mobilfunknetz)
E-Mail: info@gesellschaft-im-wandel.de",,,,,,,,,,chr
